Unnamed: 0.1,Unnamed: 0,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,front_width,following_width,front_class,following_class,front_feature,following_feature,driving_style_hmm
188.5,189.5,41.64507936507937,179.95306878306877,221.59814814814817,13253.5,24.12962962962963,4.117063492068188,23.662037037037038,4.530423280428547,632.0,4.55,4.95,0.0,0.0,,,2
188.75297225891677,189.75297225891677,51.068507265521795,180.46883751651256,231.53734478203432,16556.532364597093,23.221928665786,4.004293262884056,23.83454425363276,4.549207397626492,631.0,18.74298546895641,17.030594451783355,1.0,1.0,,,2
198.0,199.0,48.08120906801008,187.96700251889166,236.04821158690177,17674.0,23.212216624685137,4.250629722925004,23.6183879093199,4.471032745596822,635.0,16.88,3.03,1.0,0.0,,,1
188.0,189.0,35.70517241379311,182.0281167108753,217.73328912466843,17717.0,23.58355437665783,4.3435013262650815,24.175729442970823,4.492705570298588,637.0,3.03,12.23,0.0,1.0,,,2
190.5,191.5,64.84903141361256,167.25976439790574,232.10879581151832,17871.5,22.418848167539267,4.581151832465265,21.87761780104712,4.041230366495946,646.0,16.78,16.67,1.0,1.0,,,2
196.0,197.0,47.51496183206107,171.82984732824428,219.34480916030532,17923.0,21.836513994910945,4.134860050893857,21.794529262086513,4.039440203565447,650.0,16.67,10.41,1.0,1.0,,,1
199.5,200.5,51.86005,179.24085,231.1009,14607.5,22.633125,4.4218750000058,22.505,4.078125000005494,649.0,16.67,7.07,1.0,1.0,,,1
187.5,188.5,61.036462765957445,164.5013563829787,225.53781914893617,14771.5,22.055186170212767,4.238696808514376,22.000664893617024,4.172207446810314,659.0,6.37,16.88,1.0,1.0,,,2
195.5,196.5,32.37489795918368,186.76752551020408,219.14242346938775,14180.5,24.028061224489797,3.970025510210322,23.868622448979593,4.400510204087261,664.0,14.75,11.820000000000002,0.0,1.0,,,2
213.5,214.5,47.92616822429907,178.81320093457944,226.73936915887853,14972.5,21.089953271028037,4.044976635517262,21.161214953271028,4.2932242990692355,667.0,16.78,11.82,1.0,1.0,,,1
192.0,193.0,50.36872727272727,180.4888311688312,230.85755844155844,14285.0,22.966233766233767,4.253246753251674,23.399350649350648,4.415584415588959,668.0,16.83,11.82,1.0,1.0,,,2
201.0,202.0,54.678337468982626,169.23558312655086,223.91392059553348,15031.0,21.313275434243177,4.233870967745242,20.923697270471465,4.156327543428483,669.0,11.82,16.67,1.0,1.0,,,2
219.5,220.5,35.081272727272726,189.4360909090909,224.51736363636363,15091.5,20.842613636363637,3.991477272730817,21.142613636363638,4.715909090913149,672.0,16.67,11.93,1.0,1.0,,,1
187.5,188.5,49.80074468085107,184.47244680851063,234.2731914893617,18870.5,23.85904255319149,4.537898936173312,24.50997340425532,4.837101063834116,674.0,17.38,9.9,1.0,1.0,,,2
196.0,197.0,67.55091603053435,168.55984732824427,236.11076335877863,15152.0,20.834605597964376,4.325699745549806,21.31297709923664,4.214376590332731,674.0,11.93,16.47,1.0,1.0,,,2
205.0,206.0,62.69389294403893,173.69912408759123,236.39301703163017,15224.0,21.1830900243309,4.060218978104176,21.190389294403893,4.121046228716612,679.0,16.47,9.6,1.0,1.0,,,1
188.0,189.0,26.709230769230768,204.9228647214854,231.63209549071618,16493.0,24.51790450928382,4.575596816980383,25.77055702917772,4.542440318306961,685.0,10.71,4.85,1.0,0.0,,,2
191.5,192.5,34.555416666666666,186.63776041666665,221.19317708333335,14596.5,24.166666666666668,3.9550781250040394,24.31640625,4.264322916670647,685.0,16.98,14.449999999999998,1.0,1.0,,,2
187.0,188.0,47.29325333333334,182.89637333333337,230.1896266666667,19764.0,24.208666666666666,3.9000000000047974,24.417333333333332,4.466666666671699,709.0,17.48,12.13,1.0,1.0,,,2
189.5,190.5,57.68681578947369,164.85660526315792,222.54342105263163,17294.5,21.57894736842105,5.26315789474138,21.409868421052632,4.3750000000048095,715.0,11.62,17.38,1.0,1.0,,,2
187.5,188.5,45.01478723404256,182.3276063829787,227.34239361702126,15919.5,24.23337765957447,4.222074468091297,24.262632978723403,4.637632978728269,744.0,18.9,12.03,1.0,1.0,,,2
187.5,188.5,47.47481382978723,180.80460106382978,228.279414893617,20725.5,24.19148936170213,4.122340425535719,24.086436170212767,4.604388297877518,749.0,9.1,5.05,1.0,0.0,,,2
197.0,198.0,30.283594936708862,192.7307088607595,223.0143037974684,18232.0,23.84746835443038,5.300632911393462,23.854430379746834,4.715189873421995,758.0,3.54,4.65,0.0,0.0,,,2
203.0,204.0,30.86985257985258,188.70719901719903,219.5770515970516,16332.0,23.032555282555283,6.787469287472654,23.185503685503686,4.714373464376427,771.0,8.59,4.65,1.0,0.0,,,1
194.0,195.0,31.238046272493573,193.74910025706944,224.98714652956298,18510.0,24.074550128534703,4.402313624683459,24.402313624678662,4.787917737794821,777.0,4.14,4.85,0.0,0.0,,,2
189.0,190.0,40.17163588390502,187.36928759894457,227.5409234828496,18661.0,24.510554089709764,4.914248021111514,24.578496042216358,5.375989445913216,791.0,7.07,4.45,0.0,0.0,,,2
188.0,189.0,35.4546949602122,180.07655172413797,215.53124668435018,17833.0,23.603448275862068,4.74137931034731,23.858753315649867,9.366710875336675,800.0,11.82,4.85,1.0,0.0,,,1
187.5,188.5,59.83146276595745,176.1055585106383,235.93702127659571,19311.5,22.670212765957448,4.587765957450812,23.454787234042552,4.105718085108909,857.0,11.819999999999999,7.18,1.0,1.0,,,2
189.5,190.5,36.47418421052632,180.84992105263157,217.32410526315786,19561.5,23.61578947368421,3.651315789476816,24.04671052631579,4.457236842108279,868.0,6.16,11.93,1.0,1.0,,,2
202.0,203.0,41.03691358024692,185.02725925925927,226.0641728395062,24220.0,23.07469135802469,3.9660493827201124,22.96604938271605,4.058641975314677,871.0,11.32,5.86,0.0,0.0,,,1
190.76601307189543,191.76601307189543,48.79130718954248,185.27992156862746,234.07122875816992,22500.081045751635,23.215032679738563,3.9705882352978508,23.627777777777776,4.240196078436558,871.5045751633987,11.418666666666665,7.331908496732026,0.4954248366013072,0.5045751633986928,,,2
194.5,195.5,27.624923076923075,199.19846153846157,226.8233846153846,20724.5,24.83397435897436,4.375000000005357,24.876923076923077,4.823717948723064,876.0,6.57,3.94,0.0,0.0,,,2
197.5,198.5,44.70510101010101,185.13070707070705,229.83580808080808,24335.5,22.045454545454547,3.914141414143457,23.101641414141415,4.292929292932824,876.0,8.08,9.7,1.0,1.0,,,2
197.5,198.5,35.03744949494949,182.7832070707071,217.8206565656566,19419.5,23.746843434343436,4.592803030305098,23.479166666666668,4.008838383844898,910.0,4.55,4.04,0.0,0.0,,,2
191.0,192.0,56.198851174934724,179.39060052219324,235.58945169712797,20730.0,23.08028720626632,3.818537859013215,23.39686684073107,5.82571801566865,912.0,20.52,9.5,1.0,1.0,,,2
193.5,194.5,48.732113402061856,175.28889175257734,224.0210051546392,20909.5,22.960051546391757,3.7371134020660555,22.776417525773194,3.9626288659858036,922.0,16.78,16.78,1.0,1.0,,,2
197.5,198.5,41.088232323232326,178.49464646464648,219.5828787878788,20958.5,22.86805555555556,3.6931818181872718,22.878156565656564,3.9457070707119266,924.0,16.78,16.78,1.0,1.0,,,2
187.0,188.0,69.69632,162.14293333333333,231.83925333333335,21154.0,21.776,8.38333333333545,21.682000000000006,4.266666666670934,930.0,9.9,16.37,0.0,1.0,,,2
191.5,192.5,50.809296875,183.14208333333332,233.95138020833335,21303.5,22.09375,3.8411458333376647,23.953125,4.5572916666722945,934.0,4.45,4.04,0.0,0.0,,,2
201.0,202.0,35.345732009925555,192.63173697270472,227.97746898263026,20355.0,23.601736972704714,4.094292803972913,23.777915632754343,4.125310173704858,943.0,19.1,4.55,1.0,0.0,,,1
192.0,193.0,36.27174025974026,188.4517922077922,224.72353246753246,21624.0,24.422727272727272,4.512987012991472,24.515584415584417,4.301948051954163,993.0,16.57,6.06,1.0,0.0,,,2
192.5,193.5,25.78015544041451,187.88300518134713,213.66316062176165,21649.5,24.53562176165803,4.145077720213314,24.327720207253886,3.983160621766106,994.0,6.06,4.35,0.0,0.0,,,2
188.5,189.5,30.556587301587307,188.25087301587303,218.8074603174603,21899.5,24.566798941798943,4.546957671960784,25.11441798941799,4.282407407411091,1009.0,4.75,4.65,0.0,0.0,,,2
196.5,197.5,40.30545685279188,181.21888324873098,221.52434010152288,24042.5,23.906091370558375,4.267131979702308,22.867385786802032,4.7112944162481725,1016.0,9.9,7.38,1.0,1.0,,,2
198.5,199.5,39.24140703517588,177.1995728643216,216.44097989949748,24092.5,22.775753768844222,4.695351758797978,22.185929648241206,4.679648241211247,1017.0,7.38,17.08,1.0,1.0,,,2
208.0,209.0,54.72525179856115,182.10784172661872,236.8330935251799,24143.0,22.137290167865707,4.49640287770241,21.96822541966427,4.1816546762639755,1018.0,17.08,4.95,1.0,0.0,,,1
218.5,219.5,24.151278538812786,191.67812785388125,215.82940639269407,24181.5,22.02054794520548,3.781392694067926,21.977168949771688,5.065639269411575,1021.0,4.95,4.55,0.0,0.0,,,1
191.0,192.0,48.02177545691906,177.42582245430808,225.44759791122715,24237.0,21.97911227154047,5.107702349873999,22.989556135770236,5.0587467362955145,1022.0,4.55,16.98,0.0,1.0,,,2
188.5,189.5,51.08145502645503,164.29873015873017,215.3801851851852,23772.5,23.048280423280424,4.431216931221665,21.95568783068783,3.6871693121760623,1045.0,16.67,8.89,1.0,1.0,,,2
194.0,195.0,49.79262210796916,176.43742930591256,226.2300514138817,24602.0,22.64331619537275,4.386246786635519,22.75,4.193444730082211,1078.0,16.57,16.78,1.0,1.0,,,2
203.5,204.5,41.10352941176471,190.01874999999998,231.1222794117647,26898.5,23.25735294117647,5.1317401960814095,22.97671568627451,5.3462009803965405,1142.0,16.02,4.24,1.0,0.0,,,1
